GPK,ATC,MainGroup,SubGroup,Generic,Product,Label,Shape,Routes,Concentration,Unit,Multiple,MultipeUnit,Indications,HasSolution,InStock
87769,B03BB01,MIDDELEN BIJ ANEMIE,VITAMINE B12 EN FOLIUMZUUR,foliumzuur,FOLIUMZUUR 0.5 MG TABLET,"FOLIUMZUUR 0,5MG TABLET",tablet,or,0.5,mg/stuk,0.25,mg,Megaloblastaire anemie||Foliumzuur suppletie bij chronische hemolyse||Matige tot ernstige hemolyse tgv sferocytose||Homocysteine metabolisme stoornissen, ,x
3530,B03BB01,MIDDELEN BIJ ANEMIE,VITAMINE B12 EN FOLIUMZUUR,foliumzuur,FOLIUMZUUR 5 MG TABLET,FOLIUMZUUR 5MG TABLET,tablet,or,5,mg/stuk,5,mg,Megaloblastaire anemie||Foliumzuur suppletie bij chronische hemolyse||Matige tot ernstige hemolyse tgv sferocytose||Homocysteine metabolisme stoornissen, ,x
87254,R03AC13,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,formoterol,ATIMOS 12 MICROG/DOSIS AEROSOL 100 DOSIS,FORMOTEROL 12UG/DO AEROSOL,aerosol,inh,12,mcg/dose,12,mcg,Astma onderhoudsbehandeling, ,x
101265,R03AC13,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,formoterol,OXIS  6 MICROG/D0SIS TURBUHALER 60 DOSES,FORMOTEROL 6UG/DO INHALPDR,inhalatiepoeder,inh,6,mcg/dose,6,mcg,Astma onderhoudsbehandeling, ,x
101273,R03AC13,MIDDELEN BIJ ASTMA/COPD,SYMPATHICOMIMETICA VOOR INHALATIE,formoterol,OXIS  12 MICROG/D0SIS TURBUHALER 60DOSES,FORMOTEROL 12UG/DO INHALPDR,inhalatiepoeder,inh,12,mcg/dose,12,mcg,Astma onderhoudsbehandeling, ,x
134902,A04AD12,ANTI-EMETICA,ANTI-EMETICA,fosaprepitant,IVEMEND 150 MG POEDER VOOR INFUSIE,FOSAPREPITANT 150MG INFPDR,poeder voor oplossing voor infusie,iv,150,mg/stuk,150,mg,Preventie van misselijkheid en braken bij chemotherapie, ,x
75760,J05AD01,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,foscarnet,FOSCAVIR 24MG/ML FLACON 250ML,FOSCARNET 24MG/ML INFVLST,infusievloeistof,iv,24,mg/ml,2.4,mg,Levens-of orgaanbedreigende infecties cytomegalovirus (CMV)||Vervolgtherapie retinitis op basis van cytomegalovirus (CMV), ,x
157953,A12CX,OVERIGE MINERAALPRODUCTEN,OVERIGE MINERAALSUPPLEMENTEN,fosfaat,FOSFAATDRANK 1MMOL/ML (NATRIUMDIWATERSTOFFOSFAAT),FOSFAAT 1MMOL/ML DRANK,drank,or,1,mmol/ml,1,ml,Hypofosfatemie, ,x
119393,R07AA02,OVERIGE MIDDELEN VOOR HET ADEMHALINGSSTELSEL,OVERIGE MIDDELEN VOOR HET ADEMHALINGSSTELSEL,fosfolipiden,"CUROSURF 80 MG/ML FLACON 1,5 ML",FOSFOLIPIDE 80MG/ML ENDOTR,"endotracheopulmonaire instillatie, suspensie",trachpulm,80,mg/ml,80,mg,Profylaxe en behandeling hyaliene membramenziekte (RDS), ,x
78735,J01XX01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,OVERIGE ANTIBACTERIELE MIDDELEN,fosfomycine,MONURIL 3 G GRANULAAT IN SACHET,FOSFOMYCINE 3G GRANULAAT,granulaat,or,3,gr/stuk,3,gr,Behandeling urineweginfectie||Infecties||Bacteriële meningitis, ,x
159506,J01XX01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,OVERIGE ANTIBACTERIELE MIDDELEN,fosfomycine,FOMICYT 4 GRAM INFUSIEPOEDER,FOSFOMYCINE 4G INFPDR,poeder voor oplossing voor infusie,iv,4,gr/stuk,4,mg,Behandeling urineweginfectie||Infecties||Bacteriële meningitis, ,x
51268,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,LASIX 60 MG CAPSULE MGA (RETARD),FUROSEMIDE 60MG CAPSULE MGA,capsule met gereguleerde afgifte,or,60,mg/stuk,60,mg,Hypertensie||Diurese, ,x
16802,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,FUROSEMIDE 10 MG/ML AMPUL 25 ML,FUROSEMIDE 10MG/ML INF CONC,concentraat voor oplossing voor infusie,iv,10,mg/ml,10,mg,Hypertensie||Diurese, ,x
126128,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,FUROSEMIDE 2 MG/ML DRANK 100 ML,FUROSEMIDE 2MG/ML DRANK,drank,or,2,mg/ml,0.1,mg,Hypertensie||Diurese, ,x
144940,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,FUROSEMIDE 5 MG/ML DRANK 100 ML,FUROSEMIDE 5MG/ML DRANK,drank,or,5,mg/ml,0.5,mg,Hypertensie||Diurese, ,x
6262,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,FUROSEMIDE 10 MG/ML AMPUL 2 ML,FUROSEMIDE 10MG/ML INJVLST,injectievloeistof,iv,10,mg/ml,1,mg,Hypertensie||Diurese, ,x
10995,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,FUROSEMIDE 20 MG TABLET,FUROSEMIDE 20MG TABLET,tablet,or,20,mg/stuk,10,mg,Hypertensie||Diurese, ,x
16810,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,FUROSEMIDE 40 MG TABLET,FUROSEMIDE 40MG TABLET,tablet,or,40,mg/stuk,20,mg,Hypertensie||Diurese, ,x
83631,C03CA01,DIURETICA,HIGH-CEILING DIURETICA,furosemide,LASIX 500 MG TABLET,FUROSEMIDE 500MG TABLET,tablet,or,500,mg/stuk,500,mg,Hypertensie||Diurese, ,x
73466,D06AX01,ANTIMICROBIELE MIDDELEN VOOR DERMATOLOGISCH GEBRUIK,"ANTIBIOTICA, LOKALE",fusidinezuur,FUCIDIN 20 MG/G CREME 15 G,FUSIDINEZUUR 20MG/G CREME,creme,cutaan,20,mg/gr,1,keer,Impetigo, ,x
113786,J01XC01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,OVERIGE ANTIBACTERIELE MIDDELEN,fusidinezuur,FUCIDIN 250 MG TABLET OMHULD,FUSIDINEZUUR 250MG TAB OMH,omhulde tablet,or,250,mg/stuk,250,mg,Infecties, ,x
72265,S01AA13,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,ANTIMICROBIELE MIDDELEN,fusidinezuur,FUCITHALMIC OOGGEL 5 GRAM,FUSIDINEZUUR 10MG/G OOGGEL,ooggel,oog,10,mg/gr,1,dr,Acute bacteriële conjunctivitis, ,x
103713,D06AX01,ANTIMICROBIELE MIDDELEN VOOR DERMATOLOGISCH GEBRUIK,"ANTIBIOTICA, LOKALE",fusidinezuur,FUCIDIN 20 MG/G ZALF 30 G,FUSIDINEZUUR 20MG/G ZALF,zalf,cutaan,20,mg/gr,1,keer,Impetigo, ,x
121029,B02BA01,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,fytomenadion,FYTOMENADION 10MG/ML  DRANK,FYTOMENADION 10MG/ML DRANK,drank,or,10,mg/ml,1,mg,Profylaxe vitamine K deficientie bloedingen||Galgangatresie||Coumarine intoxicatie||Gastro-intestinale bloedingen||Suppletie bij Cystic Fibrosis||Correctie deficientie, ,x
98044052,B02BA01,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,fytomenadion,DAVITAMON K IN OLIE 30 MICROG/DRUPPEL,FYTOMENADION (VITAMINE K) 3,druppels voor oraal gebruik,or,30,mcg/druppel,30,mcg,Profylaxe vitamine K deficientie bloedingen||Galgangatresie||Coumarine intoxicatie||Gastro-intestinale bloedingen||Suppletie bij Cystic Fibrosis||Correctie deficientie, ,x
133965,B02BA01,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,fytomenadion,KONAKION MM 10 MG/ML / OOK ORAAL! AMPUL,FYTOMENADION 10MG/ML INJVLS,injectievloeistof,iv||or||im,10,mg/ml,1,mg,Profylaxe vitamine K deficientie bloedingen||Galgangatresie||Coumarine intoxicatie||Gastro-intestinale bloedingen||Suppletie bij Cystic Fibrosis||Correctie deficientie, ,x
142697,B02BA01,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,fytomenadion,VITAMINE K 1 MG TABLET,FYTOMENADION 1MG TABLET,tablet,or,1,mg/stuk,1,mg,Profylaxe vitamine K deficientie bloedingen||Galgangatresie||Coumarine intoxicatie||Gastro-intestinale bloedingen||Suppletie bij Cystic Fibrosis||Correctie deficientie, ,x
142700,B02BA01,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,fytomenadion,VITAMINE K 10 MG TABLET,FYTOMENADION 10MG TABLET,tablet,or,10,mg/stuk,10,mg,Profylaxe vitamine K deficientie bloedingen||Galgangatresie||Coumarine intoxicatie||Gastro-intestinale bloedingen||Suppletie bij Cystic Fibrosis||Correctie deficientie, ,x
106887,N03AX12,ANTI-EPILEPTICA,ANTI-EPILEPTICA,gabapentine,GABAPENTINE 100 MG CAPSULE,GABAPENTINE 100MG CAPSULE,capsule,or,100,mg/stuk,100,mg,Neuropathische pijn||Epilepsie, ,x
106895,N03AX12,ANTI-EPILEPTICA,ANTI-EPILEPTICA,gabapentine,GABAPENTINE 300 MG CAPSULE,GABAPENTINE 300MG CAPSULE,capsule,or,300,mg/stuk,300,mg,Neuropathische pijn||Epilepsie, ,x
106909,N03AX12,ANTI-EPILEPTICA,ANTI-EPILEPTICA,gabapentine,GABAPENTINE 400 MG CAPSULE,GABAPENTINE 400MG CAPSULE,capsule,or,400,mg/stuk,400,mg,Neuropathische pijn||Epilepsie, ,x
111120,N03AX12,ANTI-EPILEPTICA,ANTI-EPILEPTICA,gabapentine,GABAPENTINE 600 MG TABLET FILMOMHULD,GABAPENTINE 600MG TABLET,tablet,or,600,mg/stuk,600,mg,Neuropathische pijn||Epilepsie, ,x
72532,J05AB06,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,ganciclovir,GANCICLOVIR 500 MG INFPDR FLACON,GANCICLOVIR 500MG PDR V INF,poeder voor oplossing voor infusie,iv,500,mg/stuk,1,mg,(Congenitale) CMV infectie||Profylaxe CMV bij orgaantransplantaties, ,x
91189,B05AA06,BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN,BLOEDPRODUCTEN EN VERWANTE MIDDELEN,"gelatine,-gemodificeerd","GELOFUSINE INFVLST 20G/0,5L (FV18513)",GELATINE 40MG/ML INFVLST,infusievloeistof,iv,40,mg/ml,40,mg,Plasmavervanging, ,x
161616,J07BL01,VACCINS,VIRALE VACCINS,gelekoortsvaccin,STAMARIL  1000E/ 0.5ML INJPDR FLACON + SOLV,GELEKOORTSVACCIN INJPDR,poeder voor injectievloeistof,im||sc||intracut,1000,IE/stuk,1000,IE,Immunisatie tegen gele koorts, ,x
135046,L01BC05,ONCOLYTICA,ANTIMETABOLIETEN,gemcitabine,GEMCITABINE 1000 MG = 25 ML FLACON,GEMCITABINE 40MG/ML INFOPL,concentraat voor oplossing voor infusie,iv,40,mg/ml,40,mg,Recidiverende of refractaire solide tumoren en hersentumoren||Recidiverende of refractaire sarcomen||Recidiverend of refractair Hodgkin lymfoom, ,x
3689,J01GB03,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,AMINOGLYCOSIDEN,gentamicine,GENTAMICINE 10 MG/ML AMPUL 2ML,GENTAMICINE 10MG/ML INJVLST,injectievloeistof,iv,10,mg/ml,1,mg,"Ernstige infectie, gram negatieve microorganismen||Infectie bij Hypoxic ischemic encephalopathy (HIE) behandeld met hypothermie||Pest||Tularemie",x,x
15741,J01GB03,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,AMINOGLYCOSIDEN,gentamicine,GENTAMICINE 40 MG/ML AMPUL 10 ML,GENTAMICINE 40MG/ML INJVLST,injectievloeistof,iv,40,mg/ml,4,mg,"Ernstige infectie, gram negatieve microorganismen||Infectie bij Hypoxic ischemic encephalopathy (HIE) behandeld met hypothermie||Pest||Tularemie",x,x
51306,S01AA11,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,ANTIMICROBIELE MIDDELEN,gentamicine,GENTAMICINE POS 3 MG/ML OOGDRUPPELS 5 ML,GENTAMICINE 3MG/ML OOGDRUPP,oogdruppels,oog,3,mg/ml,1,dr,Ooginfecties, ,x
15849,H04AA01,PANCREASHORMONEN,GLYCOGENOLYTISCHE HORMONEN,glucagon,GLUCAGEN 1MG PDR+SOLVENS,GLUCAGON 1MG PDR V INJVLST,poeder voor injectievloeistof,im||iv||sc,1,mg/stuk,1,mg,"Diabetes, ernstige hypoglykemie||Diagnosticum: bepaling van C-peptide (insuline reserve): ||Diagnosticum: bepaling van Hyperinsulinisme||Diagnosticum: bepaling van GH/ACTH reserve", ,x
92703,B05CX03,BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN,IRRIGATIEVLOEISTOFFEN,glycine,GLYCINE UROMATIC  21MG/ML B6372,GLYCINE 21MG/ML SPOELING UR,spoeling voor urethraal gebruik,urethr,21,mg/ml,21,mg,3-fosfoglyceraat dehydrogenase deficientie||Isovaleriaan acidemie||Endoresectie, ,x
136298,A03AB02,MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN,MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN,glycopyrronium,"GLYCOPYRRONIUMBROMIDE 0,2 MG/ML DRANK 300 ML","GLYCOPYRRONIUM 0,2MG/ML DRA",drank,or,0.2,mg/ml,0.02,mg,"Speekselvloed||Speekselvloed: pre-operatief, intra-operatief", ,x
104973,H01CA01,HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN,HYPOTHALAMUSHORMONEN,gonadoreline,"LUTRELEF INJECTIEVLOEISTOF 0,1MG/ML AMPUL 1 ML","GONADORELINE DIAC 0,1MG/ML",injectievloeistof,iv,0.1,mg/ml,0.01,mg,Diagnosticum: adenohypofysefunctiestoornissen, ,x
134570,H01CA01,HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN,HYPOTHALAMUSHORMONEN,gonadoreline,"LUTRELEF 3,2MG INJPDR FLACON +SOLVENS 10 ML","GONADORELINE 3,2MG INJPDR",poeder voor injectievloeistof,sc,3.2,mg/stuk,3.2,mg,Diagnosticum: adenohypofysefunctiestoornissen, ,x
112968,A04AA02,ANTI-EMETICA,ANTI-EMETICA,granisetron,GRANISETRON 1 MG/ML AMPUL 3 ML,GRANISETRON 1MG/ML INF CONC,concentraat voor oplossing voor infusie,iv,1,mg/ml,1,mg,Postoperatieve misselijkheid en braken en misselijkheid en braken bij chemotherapie, ,x
92215,A04AA02,ANTI-EMETICA,ANTI-EMETICA,granisetron,KYTRIL 1 MG TABLET,GRANISETRON 1MG TABLET,tablet,or,1,mg/stuk,1,mg,Postoperatieve misselijkheid en braken en misselijkheid en braken bij chemotherapie, ,x
89494,J07AG01,VACCINS,BACTERIELE VACCINS,haemophilus-influenzae-b-vaccin,ACT HIB 10 MICROG INJPDR + SOLV WWS,HAEMOPHILUS-INFL-B 10UG,poeder voor injectievloeistof,im||sc,10,mcg/stuk,10,mcg,RIJKSVACCINATIE PROGRAMMA HiB (haemofilus influenzae B)||Vaccinatie haemofilus influenzae B: alternatief schema, ,x
16004,N05AD01,PSYCHOLEPTICA,ANTIPSYCHOTICA,haloperidol,HALDOL 2 MG/ML DRUPPELS 30 ML,HALOPERIDOL 2MG/ML DRUPPELS,druppels voor oraal gebruik,or,2,mg/ml,2,mg,"Psychosen, ernstige opwinding en onrust, autisme, tics en choreatische bewegingen||Pediatrisch delier bij kritisch zieke kinderen||Schizofrenie (psychosen), gedragsstoornissen, autisme en tics", ,x
3921,N05AD01,PSYCHOLEPTICA,ANTIPSYCHOTICA,haloperidol,HALDOL 5 MG/ML AMPUL 1ML,HALOPERIDOL 5MG/ML INJVLST,injectievloeistof,im||iv||sc,5,mg/ml,0.5,mg,"Psychosen, ernstige opwinding en onrust, autisme, tics en choreatische bewegingen||Pediatrisch delier bij kritisch zieke kinderen||Schizofrenie (psychosen), gedragsstoornissen, autisme en tics", ,x
40150,N05AD01,PSYCHOLEPTICA,ANTIPSYCHOTICA,haloperidol,HALDOL DECANOAS 50 MG/ML (DEPOT) AMPUL 1ML,HALOPERIDOL 50MG/ML INJVLST,injectievloeistof,im,50,mg/ml,50,mg,"Psychosen, ernstige opwinding en onrust, autisme, tics en choreatische bewegingen||Pediatrisch delier bij kritisch zieke kinderen||Schizofrenie (psychosen), gedragsstoornissen, autisme en tics", ,x
43370,N05AD01,PSYCHOLEPTICA,ANTIPSYCHOTICA,haloperidol,HALDOL DECANOAS 100 MG/ML (DEPOT) AMPUL 1ML,HALOPERIDOL 100MG/ML INJVLS,injectievloeistof,im,100,mg/ml,100,mg,"Psychosen, ernstige opwinding en onrust, autisme, tics en choreatische bewegingen||Pediatrisch delier bij kritisch zieke kinderen||Schizofrenie (psychosen), gedragsstoornissen, autisme en tics", ,x
16012,N05AD01,PSYCHOLEPTICA,ANTIPSYCHOTICA,haloperidol,HALOPERIDOL 1 MG TABLET,HALOPERIDOL 1MG TABLET,tablet,or,1,mg/stuk,0.5,mg,"Psychosen, ernstige opwinding en onrust, autisme, tics en choreatische bewegingen||Pediatrisch delier bij kritisch zieke kinderen||Schizofrenie (psychosen), gedragsstoornissen, autisme en tics", ,x
16020,N05AD01,PSYCHOLEPTICA,ANTIPSYCHOTICA,haloperidol,HALOPERIDOL 5 MG TABLET,HALOPERIDOL 5MG TABLET,tablet,or,5,mg/stuk,2.5,mg,"Psychosen, ernstige opwinding en onrust, autisme, tics en choreatische bewegingen||Pediatrisch delier bij kritisch zieke kinderen||Schizofrenie (psychosen), gedragsstoornissen, autisme en tics", ,x
89672,B01AB01,ANTITHROMBOTICA,ANTITHROMBOTICA,heparine,HEPARINE INJVLST 100 IE/ML AMPUL 5ML,HEPARINE 100IE/ML INJVLST,injectievloeistof,iv||sc,100,IE/ml,100,IE,"Behandeling veneuze trombose||Heparineslot||Profylaxe trombusvorming centraal veneuze katheter, Flush, Arterielijn profylaxe", ,x
16101,B01AB01,ANTITHROMBOTICA,ANTITHROMBOTICA,heparine,HEPARINE 5000IE/ML FLACON 5ML,HEPARINE 5000IE/ML INJVLST,injectievloeistof,iv||sc,5000,IE/ml,5000,IE,"Behandeling veneuze trombose||Heparineslot||Profylaxe trombusvorming centraal veneuze katheter, Flush, Arterielijn profylaxe", ,x
93971,J07BC02,VACCINS,VIRALE VACCINS,hepatitis-a-vaccin,HAVRIX  1440SKB-E/ML 1ML WEGWERPSPUIT,HEPATITIS-A-VACCIN 1440E/ML,suspensie voor injectie,im,1440,E/ml,1440,E,Vaccinatie Hepatitis A (HepA), ,x
53627,J06BB04,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,hepatitis-b-immunoglobuline,HEPBQUIN (HEPATITIS B IMMUNOGLOB) 150IE,HEPATITIS-B-IMMUNG 100IE/ML,injectievloeistof,im,100,IE/ml,100,IE,Profylaxe van hepatitis B bij neonaten van HBsAg-positieve moeders ||Profylaxe van hepatitis B bij accidentele blootstelling||Profylaxe van hepatitis B bij voortdurend besmettingsrisico||Profylaxe van hepatitis-B-virus herinfectie na levertransplantatie, ,x
127574,J07BC01,VACCINS,VIRALE VACCINS,hepatitis-b-vaccin,"HBVAXPRO 5 MICROG/0,5ML  (JUNIOR)",HEPATITIS-B-VACCIN 10UG/ML,suspensie voor injectie,im||sc,10,mcg/ml,10,mcg,RIJKSVACCINATIEPROGRAMMA Hep B: uitsluitend voor kinderen van HbsAg-positieve moeders||Vaccinatie Hepatitis B, ,x
112690,J07BC01,VACCINS,VIRALE VACCINS,hepatitis-b-vaccin,ENGERIX-B 20 MICROG/ML VACCIN WWSP,HEPATITIS-B-VACCIN 20UG/ML,suspensie voor injectie,im||sc,20,mcg/ml,20,mcg,RIJKSVACCINATIEPROGRAMMA Hep B: uitsluitend voor kinderen van HbsAg-positieve moeders||Vaccinatie Hepatitis B, ,x
127590,J07BC01,VACCINS,VIRALE VACCINS,hepatitis-b-vaccin,FENDRIX 20 MCG/0.5ML WWSP,HEPATITIS-B-VACCIN 40UG/ML,suspensie voor injectie,im,40,mcg/ml,40,mcg,RIJKSVACCINATIEPROGRAMMA Hep B: uitsluitend voor kinderen van HbsAg-positieve moeders||Vaccinatie Hepatitis B, ,x
89605,B06AA03,OVERIGE HEMATOLOGISCHE MIDDELEN,OVERIGE HEMATOLOGISCHE MIDDELEN,hyaluronidase,HYASON 150 IE POEDER VOOR INJECTIE,HYALURONIDASE 150IE INJPDR,poeder voor injectievloeistof,peribulb||retrobulb||parabulb,150,IE/stuk,150,IE,Extravasatie cytostatica, ,x
157902,S01XA20,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,OVERIGE MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,hyaluronzuur+carbomeer,"HYLAN 0,15 / 0,15 MG/ML OOGDRUPPELS MINIMS","HYALU/CARBOM 0,15/0,15MG/ML",oogdruppels,oog,0.15,mg/ml,1,dr,Verminderde traansecretie/uitdroging, ,x
127329,C03AA03,DIURETICA,"LOW-CEILING DIURETICA, THIAZIDEN",hydrochloorTHIAzide,"HYDROCHLOORTHIAZIDE 0,5 MG/ML DRANK 100 ML","HYDROCHLOORTHIAZI 0,5MG/ML",drank,or,0.5,mg/ml,0.05,mg,Diurese, ,x
122602,C03AA03,DIURETICA,"LOW-CEILING DIURETICA, THIAZIDEN",hydrochloorTHIAzide,HYDROCHLOORTHIAZIDE 12.5 MG TABLET,"HYDROCHLOORTHIAZIDE 12,5MGT",tablet,or,12.5,mg/stuk,12.5,mg,Diurese, ,x
2682,C03AA03,DIURETICA,"LOW-CEILING DIURETICA, THIAZIDEN",hydrochloorTHIAzide,HYDROCHLOORTHIAZIDE 25 MG TABLET,HYDROCHLOORTHIAZ. 25MG TABL,tablet,or,25,mg/stuk,12.5,mg,Diurese, ,x
6475,D07AB02,DERMATOLOGISCHE CORTICOSTEROIDEN,ENKELVOUDIGE CORTICOSTEROIDEN,hydroCORTison,LOCOID 1 MG/G CREME 30G,HYDROCORTBUTYR 1MG/G CREME,creme,cutaan,1,mg/gr,1,keer,Constitutioneel eczeem, ,x
26646,D07AA02,DERMATOLOGISCHE CORTICOSTEROIDEN,ENKELVOUDIGE CORTICOSTEROIDEN,hydroCORTison,HYDROCORTISON 1% CREME 30G,HYDROCORTISONAC 10MG/G CREM,creme,cutaan,10,mg/gr,1,keer,Constitutioneel eczeem, ,x
146102,H02AB09,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,hydroCORTison,HYDROCORTISON  1 MG/ML DRANK 100 ML,HYDROCORTISON 1MG/ML DRANK,drank,or,1,mg/ml,0.1,mg,"Behandeling chronische longziekte (CLD)||Profylaxe chronische longziekte (CLD)||Neonatale shock, hypotensie||Substitutie bij bijnierschorsinsufficientie||Stressdosering: Lichte stress||Stressdosering: Matige stress||Stressdosering: Ernstige stress||Stressdosering indien orale toediening in thuissituatie niet mogelijk is||Afbouwschema||Ernstige systemische allergische reacties||Acute bijniercrise||Neonataal hypocortisolisme||Androgenitaal Syndroom (AGS) - Addisonse crisis||Androgenitaal Syndroom (AGS) behandeling in de niet acute fase", ,x
98067125,H02AB09,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,hydroCORTison,HYDROCORTISON 1 MG/ML DRANK 100 ML ZONDER KOOLHYDRATEN tbv KETOGEEN DIEET,HYDROCORTISON 1 MG/ML DRANK,drank,or,1,mg/ml,0.1,mg,"Behandeling chronische longziekte (CLD)||Profylaxe chronische longziekte (CLD)||Neonatale shock, hypotensie||Substitutie bij bijnierschorsinsufficientie||Stressdosering: Lichte stress||Stressdosering: Matige stress||Stressdosering: Ernstige stress||Stressdosering indien orale toediening in thuissituatie niet mogelijk is||Afbouwschema||Ernstige systemische allergische reacties||Acute bijniercrise||Neonataal hypocortisolisme||Androgenitaal Syndroom (AGS) - Addisonse crisis||Androgenitaal Syndroom (AGS) behandeling in de niet acute fase", ,x
1112,H02AB09,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,hydroCORTison,SOLU CORTEF 100 MG POEDER VOOR INJECTIE,HYDROCORTISON 100MG PDR V I,poeder voor injectievloeistof,im||iv,100,mg/stuk,100,mg,"Behandeling chronische longziekte (CLD)||Profylaxe chronische longziekte (CLD)||Neonatale shock, hypotensie||Substitutie bij bijnierschorsinsufficientie||Stressdosering: Lichte stress||Stressdosering: Matige stress||Stressdosering: Ernstige stress||Stressdosering indien orale toediening in thuissituatie niet mogelijk is||Afbouwschema||Ernstige systemische allergische reacties||Acute bijniercrise||Neonataal hypocortisolisme||Androgenitaal Syndroom (AGS) - Addisonse crisis||Androgenitaal Syndroom (AGS) behandeling in de niet acute fase", ,x
143014,H02AB09,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,hydroCORTison,HYDROCORTISON 5 MG TABLET,HYDROCORTISON 5MG TABLET,tablet,or,5,mg/stuk,5,mg,"Behandeling chronische longziekte (CLD)||Profylaxe chronische longziekte (CLD)||Neonatale shock, hypotensie||Substitutie bij bijnierschorsinsufficientie||Stressdosering: Lichte stress||Stressdosering: Matige stress||Stressdosering: Ernstige stress||Stressdosering indien orale toediening in thuissituatie niet mogelijk is||Afbouwschema||Ernstige systemische allergische reacties||Acute bijniercrise||Neonataal hypocortisolisme||Androgenitaal Syndroom (AGS) - Addisonse crisis||Androgenitaal Syndroom (AGS) behandeling in de niet acute fase", ,x
23302,H02AB09,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,hydroCORTison,HYDROCORTISON 20 MG TABLET,HYDROCORTISON 20MG TABLET,tablet,or,20,mg/stuk,10,mg,"Behandeling chronische longziekte (CLD)||Profylaxe chronische longziekte (CLD)||Neonatale shock, hypotensie||Substitutie bij bijnierschorsinsufficientie||Stressdosering: Lichte stress||Stressdosering: Matige stress||Stressdosering: Ernstige stress||Stressdosering indien orale toediening in thuissituatie niet mogelijk is||Afbouwschema||Ernstige systemische allergische reacties||Acute bijniercrise||Neonataal hypocortisolisme||Androgenitaal Syndroom (AGS) - Addisonse crisis||Androgenitaal Syndroom (AGS) behandeling in de niet acute fase", ,x
64718,D07AA02,DERMATOLOGISCHE CORTICOSTEROIDEN,ENKELVOUDIGE CORTICOSTEROIDEN,hydroCORTison,HYDROCORTISON 1% ZALF 30 G,HYDROCORTISON 10MG/G ZALF,zalf,cutaan,10,mg/gr,1,keer,Constitutioneel eczeem, ,x
11541,D07XA01,DERMATOLOGISCHE CORTICOSTEROIDEN,CORTICOSTEROIDEN MET OVERIGE MIDDELEN,hydrocortison+miconazol,DAKTACORT CREME HYDROFIEL 15G,HYDROCORT/MICONAZOL CREME,creme,cutaan,10,mg/gr,1,keer,Huidinfecties door dermatofyten of candida-soorten, ,x
