Generic,Shape,Route,Indication,Specialty,Gender,MinAgeMo,MaxAgeMo,MinWghtKg,MaxWghtKg,MinGestDays,MaxGestDays,MinPMAge,MaxPMAge,Frequencies,Unit,NormDose,MinDose,MaxDose,AbsMaxDose,MaxPerDose,DosePerKg,DosePerM2
mannitol,infusievloeistof,iv,"vermindering van intracraniale of intraoculaire druk, acute nierinsufficiëntie",,,,,,,,,,,,mg,,,,,,,
mebendazol,tablet,or,"ascariasis, trichuriasis, toxocariasis en mijnworminfecties",,,,,,,,,,,,mg,,,,,,,
mebendazol,tablet,or,"ascariasis, trichuriasis, toxocariasis en mijnworminfecties",,,1,240,,,,,,,2 x / dag,mg,,,,200,,,
mebendazol,tablet,or,enterobiasis,,,,,,,,,,,,mg,,,,,,,
mebendazol,tablet,or,enterobiasis,,,1,240,,,,,,,1 x / 2 weken,mg,,,200,200,100,,
mebeverine,capsule met gereguleerde afgifte,or,prikkelbare darm syndroom,,,,,,,,,,,,mg,,,,,,,
mebeverine,capsule met gereguleerde afgifte,or,prikkelbare darm syndroom,,,120,,,,,,,,2 x / dag,mg,,,,400,,,
mecasermine,injectievloeistof,sc,groeistoornissen met ernstige primaire insuline-achtige groeifactor-1-deficiëntie (igfd).,,,,,,,,,,,,mg,,,,,,,
mecasermine,injectievloeistof,sc,groeistoornissen met ernstige primaire insuline-achtige groeifactor-1-deficiëntie (igfd).,,,24,240,,,,,,,2 x / dag,mg,,0.16,0.24,,,x,
medroxyPROGESTERon,suspensie voor injectie,im,anticonceptie,,,144,,,,,,,,1 x / 12 weken,mg,150,,150,150,150,,
medroxyPROGESTERon,suspensie voor injectie,im/sc,anticonceptie,,,,,,,,,,,,mg,,,,,,,
medroxyPROGESTERon,suspensie voor injectie,sc,anticonceptie,,,144,,,,,,,,1 x / 13 weken,mg,104,,104,104,104,,
medroxyPROGESTERon,suspensie voor injectie,im,voorkomen endometriumhyperplasie bij oestrogeenbehandeling ivm puberteitsinductie of groeiremming,,,144,,,,,,,,1 x / dag,mg,,,,10,,,
medroxyPROGESTERon,tablet,or,voorkomen endometriumhyperplasie bij oestrogeenbehandeling ivm puberteitsinductie of groeiremming,,,,,,,,,,,,mg,,,,,,,
medroxyPROGESTERon,tablet,or,voorkomen endometriumhyperplasie bij oestrogeenbehandeling ivm puberteitsinductie of groeiremming,,,144,,,,,,,,1 x / dag,mg,,5,10,10,10,,
mefloquine,tablet,or,behandeling malaria,,,,,,,,,,,,mg,,,,,,,
mefloquine,tablet,or,behandeling malaria,,,,,5,,,,,,2 x / dag||3 x / dag,mg,,20,25,,,x,
mefloquine,tablet,or,profylaxe malaria,,,,,,,,,,,,mg,,,,,,,
mefloquine,tablet,or,profylaxe malaria,,,,,15,,,,,,1 x / week,mg,5,,5.5,,,x,
melatonine,tablet,or,slaapstoornissen,,,,,,,,,,,,mg,,,,,,,
melatonine,tablet,or,slaapstoornissen,,,1,240,,,,,,,antenoctum||1 x / dag,mg,,,,5,,,
melatonine,tablet met gereguleerde afgifte,or,slaapstoornissen,,,,,,,,,,,,mg,,,,,,,
melatonine,tablet met gereguleerde afgifte,or,slaapstoornissen,,,1,240,,,,,,,antenoctum||1 x / dag,mg,,,,5,,,
meningokokkenvaccin,suspensie voor injectie,im,"menveo:vaccinatie tegen invasieve meningokokkenziekten veroorzaakt door neisseria meningitidis-groepen a, c, w135 en y.",,,,,,,,,,,,mcg,,,,,,,
meningokokkenvaccin,suspensie voor injectie,im,"nimenrix: vaccinatie tegen invasieve meningokokkenziekten veroorzaakt door neisseria meningitidis-groepen a, c, w135 en y.",,,,,,,,,,,,mcg,,,,,,,
meningokokkenvaccin,suspensie voor injectie,im,rijksvaccinatie programma men c (meningokokken c),,,,,,,,,,,,mcg,,,,,,,
meningokokkenvaccin,suspensie voor injectie,im,vaccinatie meningokokken c,,,,,,,,,,,,mcg,,,,,,,
mepivacaine,injectievloeistof,epidur,bij tandheelkundige ingrepen,,,,,,,,,,,,mg,,,,,,,
mepivacaine,injectievloeistof,perineur,bij tandheelkundige ingrepen,,,,,,,,,,,,mg,,,,,,,
mepivacaine,injectievloeistof,epidur,lokale en regionale anesthesie in weefsels met aanzienlijke systemische absorptie,,,,,,,,,,,,mg,,,,,,,
mepivacaine,injectievloeistof,perineur,lokale en regionale anesthesie in weefsels met aanzienlijke systemische absorptie,,,,,,,,,,,,mg,,,,,,,
mepivacaine,injectievloeistof,epidur,pijnstilling: epiduraal (caudaal),,,,,,,,,,,,mg,,,,,,,
mepivacaine,injectievloeistof,perineur,pijnstilling: epiduraal (caudaal),,,,,,,,,,,,mg,,,,,,,
mercaptamine,capsule,or,cystinosis,,,,,,,,,,,,mg,,,,,,,
mercaptamine,capsule,or,cystinosis,,,,240,,,,,,,4 x / dag||5 x / dag,mg,,50,70,,,x,
mercaptamine,capsule,or,fotofobie en corneale ulceraties tgv neerslagen van cystine in de cornea,,,,,,,,,,,,mg,,,,,,,
mercapto-ethaansulfonzuur,injectievloeistof,iv,profylaxe hemorragische cystitis,,,,,,,,,,,,mg,,,,,,,
mercapto-ethaansulfonzuur,tablet,or,profylaxe hemorragische cystitis,,,,,,,,,,,,mg,,,,,,,
mercaptopurine,suspensie voor oraal gebruik,or,inflammatoire darmziekten (ibd),,,,,,,,,,,,mg,,,,,,,
mercaptopurine,suspensie voor oraal gebruik,or,inflammatoire darmziekten (ibd),,,1,240,,,,,,,1 x / dag,mg,,1,1.5,,,x,
mercaptopurine,tablet,or,inflammatoire darmziekten (ibd),,,,,,,,,,,,mg,,,,,,,
mercaptopurine,tablet,or,inflammatoire darmziekten (ibd),,,1,240,,,,,,,1 x / dag,mg,,1,1.5,,,x,
mercaptopurine,suspensie voor oraal gebruik,or,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
mercaptopurine,suspensie voor oraal gebruik,or,oncologische aandoeningen,,,,240,,,,,,,,mg,2.5,,,,,x,
mercaptopurine,tablet,or,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
mercaptopurine,tablet,or,oncologische aandoeningen,,,,240,,,,,,,,mg,2.5,,,,,x,
meropenem,poeder voor injectie/infusieoplossing,iv,infecties,,,,,,,,,,,,mg,,,,,,,
meropenem,poeder voor injectie/infusieoplossing,iv,infecties,,,,0.233333333,,,,,,,2 x / dag,mg,40,,45,,,x,
meropenem,poeder voor injectie/infusieoplossing,iv,infecties,,,0.233333333,1,,,,,,,3 x / dag,mg,60,,65,,,x,
meropenem,poeder voor injectie/infusieoplossing,iv,infecties,,,1,240,,,,,,,3 x / dag,mg,60,,65,,6000,x,
meropenem,poeder voor injectie/infusieoplossing,iv,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
meropenem,poeder voor injectie/infusieoplossing,iv,infecties bij cystic fibrosis,,,1,240,,,,,,,3 x / dag,mg,120,,,6000,,x,
meropenem,poeder voor injectie/infusieoplossing,iv,meningitis,,,,,,,,,,,,mg,,,,,,,
meropenem,poeder voor injectie/infusieoplossing,iv,meningitis,,,1,18,,,,,,,3 x / dag,mg,120,,130,6000,,x,
mesalazine,granulaat met gereguleerde afgifte,or,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,,,,,,,,,,gr,,,,,,,
mesalazine,granulaat met gereguleerde afgifte,or,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,24,240,,,,,,,1 x / dag||2 x / dag,gr,,0.06,0.12,6.4,,x,
mesalazine,maagsapresistente tablet,or,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,,,,,,,,,,mg,,,,,,,
mesalazine,maagsapresistente tablet,or,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,24,240,,,,,,,1 x / dag||2 x / dag,mg,,60,120,6400,,x,
mesalazine,tablet met gereguleerde afgifte,or,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,,,,,,,,,,gr,,,,,,,
mesalazine,tablet met gereguleerde afgifte,or,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,24,240,,,,,,,1 x / dag||2 x / dag,gr,,0.06,0.12,6.4,,x,
mesalazine,klysma,rect,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,,,,,,,,,,mg,,,,,,,
mesalazine,klysma,rect,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,24,240,,,,,,,1 x / dag,mg,25,,,1000,,x,
mesalazine,schuim voor rectaal gebruik,rect,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,,,,,,,,,,gr,,,,,,,
mesalazine,schuim voor rectaal gebruik,rect,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,24,240,,,,,,,1 x / dag,gr,0.025,,,1,,x,
mesalazine,zetpil,rect,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,,,,,,,,,,mg,,,,,,,
mesalazine,zetpil,rect,"colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven",,,24,240,,,,,,,1 x / dag,mg,25,,,1000,,x,
metFORMINE,tablet,or,diabetes type ii,,,,,,,,,,,,mg,,,,,,,
metFORMINE,tablet,or,diabetes type ii,,,120,240,,,,,,,1 x / dag,mg,,,,2000,,,
methadon,injectievloeistof,im,ontwenning van opiaten,,,,,,,,,,,,mg,,,,,,,
methadon,injectievloeistof,iv,ontwenning van opiaten,,,,,,,,,,,,mg,,,,,,,
methadon,drank,or,ontwenning van opiaten,,,,,,,,,,,,mg,,,,,,,
methadon,drank,or,ontwenning van opiaten,,,1,260,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag,mg,,,1,,,x,
methadon,tablet,or,ontwenning van opiaten,,,,,,,,,,,,mg,,,,,,,
methadon,tablet,or,ontwenning van opiaten,,,1,260,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag,mg,,,1,,,x,
methadon,injectievloeistof,sc,ontwenning van opiaten,,,,,,,,,,,,mg,,,,,,,
methadon,injectievloeistof,im,pijnbestrijding,,,,,,,,,,,,mg,,,,,,,
methadon,injectievloeistof,iv,pijnbestrijding,,,,,,,,,,,,mg,,,,,,,
methadon,drank,or,pijnbestrijding,,,,,,,,,,,,mg,,,,,,,
methadon,drank,or,pijnbestrijding,,,1,260,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag,mg,,0.3,2.4,,,x,
methadon,tablet,or,pijnbestrijding,,,,,,,,,,,,mg,,,,,,,
methadon,tablet,or,pijnbestrijding,,,1,260,,,,,,,3 x / dag||4 x / dag||5 x / dag||6 x / dag,mg,,0.3,2.4,,,x,
methadon,injectievloeistof,sc,pijnbestrijding,,,,,,,,,,,,mg,,,,,,,
methotrexaat,injectievloeistof,iv,juveniele dermatomyositis,,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,juveniele dermatomyositis,,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,juveniele dermatomyositis,,,1,240,,,,,,,1 x / week,mg,10,,,20,20,,x
methotrexaat,injectievloeistof,sc,juveniele dermatomyositis,,,,,,,,,,,,mg,,,,,,,
methotrexaat,injectievloeistof,sc,juveniele dermatomyositis,,,1,240,,,,,,,1 x / week,mg,1,,,40,40,x,
methotrexaat,injectievloeistof,iv,juveniele idiopathische arthritis (j.i.a.),,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,juveniele idiopathische arthritis (j.i.a.),,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,juveniele idiopathische arthritis (j.i.a.),,,36,240,,,,,,,1 x / week,mg,,10,15,,,,x
methotrexaat,injectievloeistof,sc,juveniele idiopathische arthritis (j.i.a.),,,,,,,,,,,,mg,,,,,,,
methotrexaat,injectievloeistof,sc,juveniele idiopathische arthritis (j.i.a.),,,36,240,,,,,,,1 x / week,mg,,10,15,,,,x
methotrexaat,tablet,or,matige tot ernstige plaque psoriasis,,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,Matige tot ernstige plaque psoriasis,,,24,240,,,,,,,1 x / week,mg,,0.2,0.4,,,x,
methotrexaat,injectievloeistof,iv,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,oncologische aandoeningen,,,,240,,,,,,,,mg,,,30,,,,x
methotrexaat,injectievloeistof,sc,oncologische aandoeningen,,,,,,,,,,,,mg,,,,,,,
methotrexaat,injectievloeistof,iv,ziekte van crohn,,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,ziekte van crohn,,,,,,,,,,,,mg,,,,,,,
methotrexaat,tablet,or,ziekte van crohn,,,,,20,30,,,,,1 x / week,mg,10,,11,,,,
methotrexaat,tablet,or,ziekte van crohn,,,,,30,40,,,,,1 x / week,mg,15,,16.5,,,,
methotrexaat,tablet,or,ziekte van crohn,,,,,50,,,,,,1 x / week,mg,25,,27.5,,,,
methotrexaat,tablet,or,ziekte van crohn,,,,,40,50,,,,,1 x / week,mg,20,,22,,,,
methotrexaat,injectievloeistof,sc,ziekte van crohn,,,,,,,,,,,,mg,,,,,,,
methotrexaat,injectievloeistof,sc,ziekte van crohn,,,,,20,30,,,,,,mg,1.428571429,,,,,,
methotrexaat,injectievloeistof,sc,ziekte van crohn,,,,,30,40,,,,,,mg,2.142857143,,,,,,
methotrexaat,injectievloeistof,sc,ziekte van crohn,,,,,50,,,,,,,mg,3.571428571,,,,,,
methotrexaat,injectievloeistof,sc,ziekte van crohn,,,,,40,50,,,,,,mg,2.857142857,,,,,,
methylcellulose,oogdruppels,oog,verminderde traansecretie/uitdroging,,,,,,,,,,,,dr,,,,,,,
methylcellulose,oogdruppels,oog,verminderde traansecretie/uitdroging,,,,240,,,,,,,2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,dr,,,6,,1,,
methylfenidaat,capsule met gereguleerde afgifte,or,attention deficit hyperactivity disorder (adhd),,,,,,,,,,,,mg,,,,,,,
methylfenidaat,capsule met gereguleerde afgifte,or,attention deficit hyperactivity disorder (adhd),,,72,240,,,,,,,1 x / dag,mg,,,,60,,,
methylfenidaat,tablet,or,attention deficit hyperactivity disorder (adhd),,,,,,,,,,,,mg,,,,,,,
methylfenidaat,tablet,or,attention deficit hyperactivity disorder (adhd),,,36,72,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,0.3,1.4,30,,x,
methylfenidaat,tablet,or,attention deficit hyperactivity disorder (adhd),,,72,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,0.3,2,60,,x,
methylfenidaat,tablet met gereguleerde afgifte,or,attention deficit hyperactivity disorder (adhd),,,,,,,,,,,,mg,,,,,,,
methylfenidaat,tablet met gereguleerde afgifte,or,attention deficit hyperactivity disorder (adhd),,,72,144,,,,,,,1 x / dag,mg,,,,54,,,
methylfenidaat,tablet met gereguleerde afgifte,or,attention deficit hyperactivity disorder (adhd),,,144,240,,,,,,,1 x / dag,mg,,,,72,,,
methylPREDNISolon,injectievloeistof,iv,alloreactieve longproblemen,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,injectievloeistof,iv,alloreactieve longproblemen,,,1,240,,,,,,,1 x / dag,mg,10,,,1000,1000,x,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,alloreactieve longproblemen,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,alloreactieve longproblemen,,,1,240,,,,,,,1 x / dag,mg,10,,,1000,1000,x,
methylPREDNISolon,injectievloeistof,iv,hemolytische autoimmuun anemie,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,injectievloeistof,iv,hemolytische autoimmuun anemie,,,1,240,,,,,,,4 x / dag,mg,,4,8,,,x,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,hemolytische autoimmuun anemie,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,hemolytische autoimmuun anemie,,,1,240,,,,,,,4 x / dag,mg,,4,8,,,x,
methylPREDNISolon,injectievloeistof,iv,high-dose schema (nektrauma),,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,high-dose schema (nektrauma),,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,injectievloeistof,iv,juveniele dermatomyositis,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,injectievloeistof,iv,juveniele dermatomyositis,,,1,240,,,,,,,1 x / dag,mg,,15,30,,,x,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,juveniele dermatomyositis,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,juveniele dermatomyositis,,,1,240,,,,,,,1 x / dag,mg,,15,30,,,x,
methylPREDNISolon,injectievloeistof,iv,pulse-therapie na rejectie donororganen of therapie resistente sle,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,injectievloeistof,iv,pulse-therapie na rejectie donororganen of therapie resistente sle,,,1,240,,,,,,,1 x / dag,mg,,10,15,,1000,x,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,pulse-therapie na rejectie donororganen of therapie resistente sle,,,,,,,,,,,,mg,,,,,,,
methylPREDNISolon,poeder voor oplossing voor infusie,iv,pulse-therapie na rejectie donororganen of therapie resistente sle,,,1,240,,,,,,,1 x / dag,mg,,10,15,,1000,x,
methylthionine,injectievloeistof,iv,aniline of dapsone geïnduceerde methemoglobinemie,,,,,,,,,,,,mg,,,,,,,
methylthionine,injectievloeistof,iv,methemoglobinemie,,,,,,,,,,,,mg,,,,,,,
metoclopramide,injectievloeistof,im,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,,,,,,,,,,mg,,,,,,,
metoclopramide,injectievloeistof,iv,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,,,,,,,,,,mg,,,,,,,
metoclopramide,injectievloeistof,iv,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,12,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,0.3,0.5,30,,x,
metoclopramide,drank,or,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,,,,,,,,,,mg,,,,,,,
metoclopramide,drank,or,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,12,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,0.3,0.5,30,,x,
metoclopramide,tablet,or,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,,,,,,,,,,mg,,,,,,,
metoclopramide,tablet,or,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,12,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,0.3,0.5,30,,x,
metoclopramide,zetpil,rect,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,,,,,,,,,,mg,,,,,,,
metoclopramide,zetpil,rect,ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken,,,12,240,,,,,,,3 x / dag,mg,0.5,,,30,,x,
metoprolol,injectievloeistof,iv,gedilateerde cardiomyopathie met hartfalen,,,,,,,,,,,,mg,,,,,,,
metoprolol,suspensie,or,gedilateerde cardiomyopathie met hartfalen,,,,,,,,,,,,mg,,,,,,,
metoprolol,tablet,or,gedilateerde cardiomyopathie met hartfalen,,,,,,,,,,,,mg,,,,,,,
metoprolol,tablet met gereguleerde afgifte,or,gedilateerde cardiomyopathie met hartfalen,,,,,,,,,,,,mg,,,,,,,
metoprolol,injectievloeistof,iv,hypertensie,,,,,,,,,,,,mg,,,,,,,
metoprolol,suspensie,or,hypertensie,,,,,,,,,,,,mg,,,,,,,
metoprolol,suspensie,or,hypertensie,,,,1,,,259,,,,2 x / dag,mg,,1,3,,,x,
metoprolol,suspensie,or,hypertensie,,,1,144,,,,,,,2 x / dag,mg,,1,3,200,,x,
metoprolol,suspensie,or,hypertensie,,,144,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,,,200,,,
metoprolol,tablet,or,hypertensie,,,,,,,,,,,,mg,,,,,,,
metoprolol,tablet,or,hypertensie,,,,1,,,259,,,,2 x / dag,mg,,1,3,,,x,
metoprolol,tablet,or,hypertensie,,,144,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,,,200,,,
metoprolol,tablet,or,hypertensie,,,1,144,,,,,,,2 x / dag,mg,,1,3,200,,x,
metoprolol,tablet met gereguleerde afgifte,or,hypertensie,,,,,,,,,,,,mg,,,,,,,
metoprolol,tablet met gereguleerde afgifte,or,hypertensie,,,,1,,,259,,,,2 x / dag,mg,,1,3,,,x,
metoprolol,tablet met gereguleerde afgifte,or,hypertensie,,,1,144,,,,,,,2 x / dag,mg,,1,3,200,,x,
metoprolol,tablet met gereguleerde afgifte,or,hypertensie,,,144,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,,,,200,,,
metroNIDAZOL,infusievloeistof,iv,amoebiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,amoebiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,amoebiasis,,,1,240,,,,,,,3 x / dag,mg,,35,50,2400,,x,
metroNIDAZOL,tablet,or,amoebiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,amoebiasis,,,1,240,,,,,,,3 x / dag,mg,,35,50,2400,,x,
metroNIDAZOL,infusievloeistof,iv,anaerobe infecties,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,infusievloeistof,iv,anaerobe infecties,,,,,,,,,,182,1 x / dag,mg,7.5,,8.25,,,x,
metroNIDAZOL,infusievloeistof,iv,anaerobe infecties,,,,,,,,,182,196,1 x / dag,mg,10,,11,,,x,
metroNIDAZOL,infusievloeistof,iv,anaerobe infecties,,,,,,,,,196,238,2 x / dag,mg,15,,16.5,,,x,
metroNIDAZOL,infusievloeistof,iv,anaerobe infecties,,,,,,,,,238,266,2 x / dag,mg,20,,22,,,x,
metroNIDAZOL,infusievloeistof,iv,anaerobe infecties,,,,,,,,,266,,2 x / dag,mg,20,,22,,,x,
metroNIDAZOL,infusievloeistof,iv,anaerobe infecties,,,1,240,,,,,,,3 x / dag,mg,30,,,4000,,x,
metroNIDAZOL,suspensie voor oraal gebruik,or,anaerobe infecties,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,anaerobe infecties,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,infusievloeistof,iv,blastocystosis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,blastocystosis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,blastocystosis,,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
metroNIDAZOL,tablet,or,blastocystosis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,blastocystosis,,,1,240,,,,,,,3 x / dag,mg,50,,,1500,,x,
metroNIDAZOL,infusievloeistof,iv,dientamoebiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,dientamoebiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,dientamoebiasis,,,1,240,,,,,,,1 x / dag,mg,50,,,2000,,x,
metroNIDAZOL,tablet,or,dientamoebiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,dientamoebiasis,,,1,240,,,,,,,1 x / dag,mg,50,,,2000,,x,
metroNIDAZOL,infusievloeistof,iv,eradicatie h.pylori (triple therapie),,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,eradicatie h.pylori (triple therapie),,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,eradicatie h.pylori (triple therapie),,,,240,,,,,,,2 x / dag,mg,20,,,1000,,x,
metroNIDAZOL,tablet,or,eradicatie h.pylori (triple therapie),,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,eradicatie h.pylori (triple therapie),,,,240,,,,,,,2 x / dag,mg,20,,,1000,,x,
metroNIDAZOL,infusievloeistof,iv,gardnerella vaginalis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,gardnerella vaginalis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,gardnerella vaginalis,,,1,240,,,,,,,2 x / dag,mg,,,,1000,,,
metroNIDAZOL,tablet,or,gardnerella vaginalis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,gardnerella vaginalis,,,1,240,,,,,,,2 x / dag,mg,,,,1000,,,
metroNIDAZOL,infusievloeistof,iv,giardiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,giardiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,giardiasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,infusievloeistof,iv,microsporidiosis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,microsporidiosis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,microsporidiosis,,,1,240,,,,,,,3 x / dag,mg,15,,,750,,x,
metroNIDAZOL,tablet,or,microsporidiosis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,microsporidiosis,,,1,240,,,,,,,3 x / dag,mg,15,,,750,,x,
metroNIDAZOL,infusievloeistof,iv,organisch zuursyndroom,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,organisch zuursyndroom,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,organisch zuursyndroom,,,1,240,,,,,,,1 x / dag,mg,,10,20,,,x,
metroNIDAZOL,tablet,or,organisch zuursyndroom,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,organisch zuursyndroom,,,1,240,,,,,,,1 x / dag,mg,,10,20,,,x,
metroNIDAZOL,infusievloeistof,iv,preoperatieve profylaxe,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,preoperatieve profylaxe,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,preoperatieve profylaxe,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,infusievloeistof,iv,trichomoniasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,trichomoniasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,suspensie voor oraal gebruik,or,trichomoniasis,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,15,30,800,,x,
metroNIDAZOL,tablet,or,trichomoniasis,,,,,,,,,,,,mg,,,,,,,
metroNIDAZOL,tablet,or,trichomoniasis,,,1,240,,,,,,,2 x / dag||3 x / dag,mg,,15,30,800,,x,
micafungine,poeder voor oplossing voor infusie,iv,invasieve candidiasis,,,,,,,,,,,,mg,,,,,,,
micafungine,poeder voor oplossing voor infusie,iv,invasieve candidiasis,,,,4,,,,,,,1 x / dag,mg,,4,10,,,x,
